,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
1273,0.72,Premium,E,SI1,62.8,52,2333,5.78,5.72,3.61,3240.277778
1274,1.01,Premium,H,VS2,62.6,61,5050,6.33,6.29,3.95,5000
1275,0.9,Good,F,VS2,64.5,60,4268,6.03,6.07,3.9,4742.222222
1276,1.01,Premium,G,VS1,59.8,59,6529,6.55,6.5,3.9,6464.356436
1277,0.32,Ideal,G,VVS1,60.2,56,842,4.45,4.49,2.69,2631.25
1278,1.18,Ideal,I,VS2,62.3,56,6304,6.76,6.73,4.21,5342.372881
1279,0.31,Good,I,SI1,64.3,55,488,4.29,4.27,2.75,1574.193548
1280,0.6,Ideal,D,VS2,62,55,2444,5.39,5.42,3.35,4073.333333
1281,0.77,Ideal,E,SI2,62,54,2563,5.89,5.92,3.66,3328.571429
1282,2,Premium,H,SI1,58.2,60,18371,8.34,8.26,4.83,9185.5
1283,1.52,Very Good,D,SI2,59.1,58,9781,7.45,7.48,4.41,6434.868421
1284,1,Premium,G,SI2,61.8,58,4319,6.39,6.43,3.96,4319
1285,0.94,Ideal,F,I1,61.5,55,2594,6.37,6.34,3.91,2759.574468
1286,1.05,Ideal,G,VS1,62.2,57,7357,6.49,6.51,4.04,7006.666667
1287,0.36,Ideal,E,VS2,61,54,747,4.6,4.64,2.82,2075
1288,0.3,Premium,E,SI1,59.5,58,526,4.39,4.42,2.62,1753.333333
1289,0.32,Ideal,H,VS1,62.1,55,672,4.4,4.39,2.73,2100
1290,0.56,Ideal,G,SI2,61,57,1127,5.34,5.32,3.25,2012.5
1291,0.58,Ideal,E,VS1,60.1,57,1965,5.41,5.47,3.27,3387.931034
1292,0.74,Premium,D,SI2,61.8,59,2291,5.85,5.83,3.61,3095.945946
1293,0.58,Ideal,E,SI2,62.4,58,1359,5.32,5.35,3.33,2343.103448
1294,0.31,Ideal,G,VVS1,61.6,54,778,4.36,4.38,2.69,2509.677419
1295,0.37,Premium,H,VVS2,61.3,58,957,4.63,4.6,2.83,2586.486486
1296,1.24,Very Good,J,I1,61.9,55,2940,6.85,6.92,4.26,2370.967742
1297,0.71,Ideal,G,SI1,61.9,56,3007,5.73,5.76,3.55,4235.211268
1298,0.24,Very Good,F,VVS2,61.9,56,492,3.97,4.01,2.47,2050
1299,0.5,Premium,H,VVS1,62.5,58,1838,5.1,5.05,3.17,3676
1300,1.51,Premium,F,VS2,62,62,13771,7.35,7.23,4.52,9119.86755
1301,0.31,Ideal,D,VS1,62,57,673,4.33,4.35,2.69,2170.967742
1302,0.35,Ideal,I,VVS2,61.5,55,598,4.56,4.58,2.81,1708.571429
1303,0.71,Premium,D,VS2,58.7,61,2968,5.88,5.85,3.44,4180.28169
1304,0.4,Premium,J,VS1,60.7,60,810,4.79,4.76,2.9,2025
1305,0.52,Ideal,E,VVS2,61.8,56,2430,5.15,5.18,3.19,4673.076923
1306,1.07,Premium,F,SI2,60.3,58,4700,6.68,6.62,4.01,4392.523364
1307,1.26,Very Good,J,SI1,61.8,58,4989,6.88,6.91,4.26,3959.52381
1308,0.3,Ideal,E,VS2,62.5,56,658,4.28,4.3,2.68,2193.333333
1309,1.62,Ideal,F,VS1,61.7,55,14386,7.58,7.53,4.66,8880.246914
1310,0.32,Premium,F,VS2,61.1,58,828,4.42,4.39,2.69,2587.5
1311,0.96,Very Good,H,SI1,63.1,58,4064,6.2,6.25,3.93,4233.333333
1312,0.41,Ideal,I,IF,61.8,55,930,4.77,4.81,2.96,2268.292683
1313,0.53,Ideal,D,VS2,61.2,57,1956,5.26,5.2,3.2,3690.566038
1314,2.01,Premium,G,SI2,59.9,62,17014,8.15,8.04,4.85,8464.676617
1315,2.01,Very Good,I,VS2,62.4,58,17570,8.06,7.99,5.01,8741.293532
1316,2.36,Good,J,SI2,58.9,64,12286,8.75,8.68,5.14,5205.932203
1317,0.3,Ideal,G,VVS1,60.6,57,734,4.36,4.38,2.65,2446.666667
1318,0.93,Ideal,E,SI1,59.6,57,4700,6.37,6.42,3.81,5053.763441
1319,1.51,Premium,E,VS2,60.7,60,14844,7.46,7.37,4.5,9830.463576
1320,1.01,Good,G,VS2,63.1,59,5999,6.37,6.4,4.03,5939.60396
1321,0.3,Good,H,SI1,63.7,57,432,4.26,4.28,2.72,1440
1322,0.3,Premium,I,VVS1,61.1,59,709,4.33,4.31,2.64,2363.333333
1323,1.02,Premium,E,VS2,58.4,57,6854,6.64,6.59,3.86,6719.607843
1324,0.9,Ideal,H,SI2,62.1,55,4001,6.17,6.2,3.84,4445.555556
1325,1.1,Ideal,H,SI2,62,55,4733,6.61,6.65,4.11,4302.727273
1326,0.51,Very Good,G,VVS2,63.1,58,1974,5.11,5.07,3.21,3870.588235
1327,0.42,Premium,G,SI1,61.6,61,882,4.82,4.79,2.96,2100
1328,2.01,Good,D,SI2,59.9,65,16624,8,8.07,4.81,8270.646766
1329,0.89,Fair,G,SI2,58.9,66,2579,6.26,6.16,3.66,2897.752809
1330,0.33,Ideal,G,VS1,62.1,54,666,4.45,4.47,2.77,2018.181818
1331,0.74,Premium,F,VS2,61.9,56,2805,5.8,5.77,3.58,3790.540541
1332,0.35,Ideal,E,VS1,61.1,55,773,4.56,4.58,2.79,2208.571429
1333,0.32,Ideal,G,VS1,62.5,57,718,4.37,4.34,2.72,2243.75
1334,2.05,Very Good,I,SI2,62.8,56,14071,8.1,8.12,5.09,6863.902439
1335,0.31,Very Good,H,VVS1,63,58,707,4.33,4.37,2.74,2280.645161
1336,0.57,Ideal,E,SI1,61.8,57,1728,5.33,5.28,3.28,3031.578947
1337,0.9,Good,I,VVS2,62.9,61,3946,6.1,6.14,3.85,4384.444444
1338,0.63,Very Good,G,VVS2,63.3,59.2,2188,5.42,5.44,3.44,3473.015873
1339,0.56,Premium,F,SI1,61,58,1646,5.36,5.33,3.26,2939.285714
1340,0.5,Very Good,F,IF,61.4,60,2238,5.07,5.1,3.12,4476
1341,0.52,Ideal,E,VS2,60.4,57,1694,5.22,5.17,3.14,3257.692308
1342,0.32,Ideal,D,SI1,62.9,56,706,4.4,4.38,2.76,2206.25
1343,0.5,Ideal,E,VS2,60,57,1624,5.12,5.15,3.08,3248
1344,0.4,Ideal,G,VS1,62.3,57,1050,4.73,4.68,2.93,2625
1345,0.52,Good,E,SI2,63.7,56,1120,5.12,5.15,3.27,2153.846154
1346,0.91,Ideal,F,SI2,62,56,4642,6.2,6.22,3.85,5101.098901
1347,1.11,Premium,G,SI2,61.5,58,4670,6.6,6.67,4.08,4207.207207
1348,0.3,Premium,I,VS1,61.7,58,473,4.27,4.32,2.65,1576.666667
1349,0.35,Ideal,D,SI1,61.6,57,644,4.54,4.55,2.8,1840
1350,0.51,Ideal,F,VS2,62.9,55,1687,5.12,5.08,3.21,3307.843137
1351,1.1,Premium,H,VS2,62.5,58,5729,6.59,6.54,4.1,5208.181818
1352,1.01,Premium,G,SI1,62.9,61,4672,6.4,6.36,4.01,4625.742574
1353,0.4,Good,G,VS1,63.4,56,783,4.68,4.72,2.98,1957.5
1354,0.53,Ideal,F,VVS2,62.2,54,2290,5.22,5.19,3.24,4320.754717
1355,0.52,Ideal,H,VVS1,60.7,57,1639,5.23,5.25,3.18,3151.923077
1356,0.23,Very Good,F,VVS2,58.1,63,468,4.04,4.08,2.36,2034.782609
1357,0.49,Premium,H,SI2,59.9,59,1011,5.17,5.12,3.08,2063.265306
1358,1.01,Premium,D,SI1,62.3,60,5939,6.4,6.35,3.97,5880.19802
1359,0.82,Ideal,H,VS2,59.5,57,2870,6.12,6.09,3.63,3500
1360,0.5,Premium,F,VS1,61.8,60,1838,5.1,5.06,3.14,3676
1361,0.31,Very Good,G,VVS1,60.4,59,816,4.37,4.41,2.65,2632.258065
1362,0.35,Ideal,I,SI1,61.3,54,472,4.51,4.56,2.78,1348.571429
1363,1.01,Very Good,F,SI1,62.8,58,4759,6.35,6.43,4.01,4711.881188
1364,1.5,Very Good,G,VVS2,62.9,56,15013,7.22,7.32,4.57,10008.66667
1365,0.5,Ideal,H,VS2,62.6,52,1408,5.06,5.09,3.18,2816
1366,0.91,Fair,H,SI2,61.3,67,2825,6.24,6.19,3.81,3104.395604
1367,1.21,Ideal,E,VS1,62.2,57,8348,6.83,6.8,4.24,6899.173554
1368,0.7,Ideal,G,VS1,60.5,56,3384,5.77,5.79,3.5,4834.285714
1369,1,Premium,E,SI1,61.6,59,5500,6.38,6.41,3.94,5500
1370,1.23,Ideal,I,SI2,62.3,55,4773,6.85,6.82,4.26,3880.487805
1371,0.73,Ideal,E,SI2,62.1,57,2155,5.75,5.71,3.56,2952.054795
1372,0.9,Premium,G,SI1,62.7,58,3774,6.13,6.08,3.83,4193.333333
1373,1.32,Premium,G,SI1,62.1,59,6542,7.03,6.99,4.35,4956.060606
1374,0.9,Very Good,D,VS2,63.3,59,4981,6.12,6.17,3.89,5534.444444
1375,0.41,Ideal,G,SI2,61.3,56,605,4.78,4.81,2.94,1475.609756
1376,0.34,Premium,F,VS2,61.2,59,686,4.47,4.52,2.75,2017.647059
1377,0.72,Very Good,G,VS2,63.3,57,2477,5.71,5.67,3.6,3440.277778
1378,2.05,Premium,J,VS1,62.5,60,15109,8.14,8.09,5.07,7370.243902
1379,0.4,Very Good,G,VVS2,63.2,55,868,4.72,4.74,2.99,2170
1380,0.31,Premium,J,VS1,61.8,59,408,4.31,4.33,2.67,1316.129032
1381,1.2,Ideal,H,SI1,62.2,56,6471,6.8,6.77,4.23,5392.5
1382,0.29,Very Good,E,VS1,61.4,61,481,4.22,4.25,2.6,1658.62069
1383,0.53,Good,I,VS1,64.3,55,1315,5.17,5.13,3.31,2481.132075
1384,1.01,Fair,E,SI1,64.7,59,4181,6.23,6.11,3.99,4139.60396
1385,1.09,Ideal,H,SI1,61.9,56,4871,6.64,6.61,4.1,4468.807339
1386,1.28,Very Good,G,VVS2,59.5,56,11478,7.12,7.16,4.25,8967.1875
1387,1,Fair,F,VS1,65,59,6115,6.19,6.14,4.01,6115
1388,0.91,Very Good,H,VS2,63.1,59,3853,6.16,6.13,3.88,4234.065934
1389,1.18,Ideal,G,VS2,62.7,55,8564,6.77,6.74,4.23,7257.627119
1390,1.03,Premium,E,VVS2,59.7,56,9205,6.64,6.56,3.94,8936.893204
1391,1.56,Very Good,J,SI2,62,57,6662,7.37,7.44,4.59,4270.512821
1392,0.5,Premium,E,VS2,62.9,60,1676,5.1,5.07,3.2,3352
1393,0.77,Ideal,G,VS1,62.4,54,3121,5.93,5.89,3.69,4053.246753
1394,0.39,Very Good,E,VS2,60,56,808,4.76,4.81,2.87,2071.794872
1395,1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17,3023.762376
1396,0.73,Premium,G,SI1,60.8,58,2163,5.82,5.85,3.55,2963.013699
1397,0.74,Ideal,D,SI2,61.7,55,2810,5.81,5.85,3.6,3797.297297
1398,0.4,Very Good,D,VS2,61.6,59,881,4.7,4.75,2.91,2202.5
1399,1.52,Ideal,I,SI1,61.4,57,9358,7.4,7.43,4.55,6156.578947
1400,0.54,Premium,G,VS1,61.1,59,1754,5.22,5.26,3.2,3248.148148
1401,0.51,Very Good,F,SI2,58.9,60,1090,5.19,5.24,3.07,2137.254902
1402,0.9,Premium,F,SI2,58.9,59,3803,6.31,6.26,3.7,4225.555556
1403,1.51,Premium,F,VS2,59.1,60,15253,7.52,7.45,4.42,10101.3245
1404,1.28,Ideal,G,SI2,61.5,57,6412,6.93,7,4.28,5009.375
1405,0.77,Very Good,E,SI2,59.9,61,2753,5.98,6.01,3.59,3575.324675
1406,0.23,Very Good,F,VVS2,61.6,57,583,3.96,3.99,2.45,2534.782609
1407,1,Premium,F,I1,62.4,59,3405,6.38,6.34,3.97,3405
1408,1.12,Premium,I,VS2,61.9,58,5027,6.63,6.68,4.12,4488.392857
1409,1.52,Premium,J,VS1,61.2,59,8366,7.39,7.36,4.51,5503.947368
1410,0.23,Very Good,E,VVS1,61.2,57,478,3.96,3.98,2.43,2078.26087
1411,1.54,Premium,G,SI2,61.5,61,8969,7.42,7.35,4.54,5824.025974
1412,0.57,Premium,D,VS2,60.4,57,1775,5.38,5.35,3.24,3114.035088
1413,0.28,Very Good,E,VS2,63.7,58,487,4.12,4.14,2.63,1739.285714
1414,0.91,Premium,I,SI1,60.8,59,2475,6.23,6.2,3.78,2719.78022
1415,0.7,Ideal,H,VVS1,61.7,54,2618,5.72,5.76,3.54,3740
1416,0.24,Ideal,E,VVS2,61.3,57,526,4,4.02,2.46,2191.666667
1417,0.3,Premium,I,VVS1,62.5,60,709,4.27,4.24,2.66,2363.333333
1418,0.44,Premium,G,VVS1,60.9,59,1235,4.9,4.96,3,2806.818182
1419,1.24,Premium,G,SI1,58.9,58,6145,7.08,6.98,4.14,4955.645161
1420,0.42,Very Good,H,VVS1,63.9,56,1042,4.73,4.75,3.03,2480.952381
1421,2.01,Good,H,SI1,63.2,58,15919,7.93,7.98,5.03,7919.900498
1422,0.41,Ideal,E,SI2,61.2,56,760,4.81,4.84,2.95,1853.658537
1423,2.5,Ideal,J,SI2,63.8,53,15246,8.56,8.5,5.45,6098.4
1424,1.01,Premium,F,SI2,62.6,60,4416,6.35,6.37,3.98,4372.277228
1425,0.71,Ideal,E,VS1,62.1,53,2963,5.76,5.73,3.57,4173.239437
1426,0.55,Ideal,E,SI1,62.5,56,1609,5.21,5.25,3.27,2925.454545
1427,0.38,Very Good,H,VS2,62.8,55,700,4.64,4.66,2.92,1842.105263
1428,0.41,Premium,G,SI1,62.5,58,923,4.78,4.75,2.98,2251.219512
1429,0.62,Ideal,G,VVS2,62.6,57,2507,5.42,5.47,3.41,4043.548387
1430,1.51,Very Good,I,VS1,60.5,60,9704,7.42,7.46,4.5,6426.490066
1431,2,Very Good,J,VS1,61,51.6,13203,8.14,8.18,4.97,6601.5
1432,1.08,Premium,F,SI1,62.1,58,4953,6.61,6.57,4.09,4586.111111
1433,1.21,Ideal,H,VS2,62.4,59,7236,6.81,6.79,4.24,5980.165289
1434,0.5,Premium,F,VS1,61.8,60,1710,5.06,5.1,3.14,3420
1435,0.39,Ideal,G,VVS2,62.1,56,886,4.67,4.7,2.91,2271.794872
1436,0.35,Premium,G,SI1,60.3,60,522,4.57,4.59,2.76,1491.428571
1437,0.38,Premium,G,SI1,62.4,59,855,4.64,4.59,2.88,2250
1438,0.78,Ideal,I,VS1,61.9,56,3105,5.91,5.94,3.67,3980.769231
1439,1.5,Fair,I,I1,71.3,58,4368,6.85,6.81,4.87,2912
1440,0.3,Very Good,D,VS2,62.5,59,710,4.23,4.28,2.66,2366.666667
1441,0.51,Ideal,G,VS1,61.7,56,1668,5.1,5.2,3.18,3270.588235
1442,1.56,Ideal,H,SI1,60.4,59,10642,7.5,7.53,4.54,6821.794872
1443,0.52,Ideal,E,VS1,62,53,1893,5.16,5.2,3.21,3640.384615
1444,0.41,Ideal,H,SI1,62.8,56,876,4.77,4.72,2.98,2136.585366
1445,0.7,Ideal,F,VVS1,62.4,55,4341,5.65,5.69,3.54,6201.428571
1446,0.43,Very Good,H,SI2,60.4,56,937,4.9,4.93,2.97,2179.069767
1447,1.01,Very Good,I,VS2,62.9,56,5067,6.38,6.43,4.03,5016.831683
1448,1.06,Ideal,E,VS1,62.1,57,8567,6.52,6.49,4.04,8082.075472
1449,0.72,Ideal,H,SI1,58.9,56,2398,5.91,5.88,3.47,3330.555556
1450,0.71,Very Good,E,VS1,63.3,59,2946,5.64,5.67,3.58,4149.295775
1451,1.07,Ideal,F,VVS2,62.3,57,10061,6.56,6.58,4.09,9402.803738
1452,0.79,Ideal,H,VVS2,62,55.9,3324,5.88,5.95,3.67,4207.594937
1453,0.79,Ideal,E,SI1,61.9,55,3256,5.97,5.89,3.67,4121.518987
1454,1.14,Premium,D,SI2,59.2,61,5047,6.84,6.82,4.04,4427.192982
1455,0.84,Good,G,SI1,65.1,55,2872,5.88,5.97,3.86,3419.047619
1456,0.91,Very Good,G,SI1,62.2,57,3884,6.12,6.17,3.82,4268.131868
1457,1.15,Ideal,I,VS2,61.7,59,5038,6.68,6.73,4.14,4380.869565
1458,1.01,Fair,H,VS1,67.1,59,3676,6.16,6.09,4.11,3639.60396
1459,0.72,Ideal,I,VS2,61.8,55,2918,5.75,5.79,3.56,4052.777778
1460,1.5,Premium,E,SI2,61.5,60,7182,7.29,7.22,4.46,4788
1461,1.17,Ideal,G,VVS2,61.7,55,9110,6.77,6.74,4.17,7786.324786
1462,0.33,Premium,I,SI1,61.4,58,572,4.5,4.46,2.75,1733.333333
1463,1.51,Very Good,J,I1,63.3,57,4600,7.31,7.23,4.6,3046.357616
1464,0.72,Ideal,D,VS1,60.9,56,3896,5.79,5.86,3.55,5411.111111
1465,0.82,Premium,J,SI1,61.2,58,2168,5.99,6.04,3.68,2643.902439
1466,0.71,Premium,E,VVS2,59,59,3380,5.88,5.82,3.45,4760.56338
1467,0.41,Ideal,F,SI2,62.6,57,603,4.68,4.77,2.96,1470.731707
1468,0.34,Ideal,D,SI1,60.1,57,626,4.52,4.56,2.73,1841.176471
1469,1.05,Ideal,J,SI2,61.3,56,4364,6.56,6.59,4.03,4156.190476
1470,1.35,Ideal,G,VS1,62.7,57,10850,7.07,7.02,4.42,8037.037037
1471,0.4,Ideal,F,VVS2,62.4,56,1088,4.72,4.74,2.95,2720
1472,0.52,Very Good,G,VVS2,62,57,1794,5.15,5.19,3.2,3450
1473,1.58,Premium,G,VS1,62.4,60,14451,7.46,7.38,4.63,9146.202532
1474,0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49,2978.125
1475,1.66,Good,J,VS2,64.4,54,8496,7.45,7.54,4.83,5118.072289
1476,0.32,Ideal,E,SI2,61.3,56,427,4.42,4.45,2.72,1334.375
1477,2.01,Good,F,SI2,62.2,57,16410,7.91,7.97,4.94,8164.179104
1478,1.12,Ideal,J,VS2,60.1,57,4422,6.82,6.75,4.08,3948.214286
1479,1.5,Ideal,H,SI2,62.4,57,9104,7.29,7.33,4.56,6069.333333
1480,1.01,Very Good,G,VS2,59.9,60,5759,6.46,6.52,3.89,5701.980198
1481,0.35,Premium,G,VS1,62.3,59,706,4.49,4.53,2.81,2017.142857
1482,0.58,Very Good,D,SI2,62.9,56,1438,5.31,5.35,3.35,2479.310345
1483,1.04,Ideal,E,SI1,62,57,4613,6.5,6.47,4.02,4435.576923
1484,1.86,Very Good,J,VS2,62.5,55,10798,7.81,7.9,4.91,5805.376344
1485,1.5,Good,G,VS2,63.3,62,11577,7.08,7.2,4.52,7718
1486,0.56,Ideal,D,VS2,61.4,57,2066,5.36,5.32,3.28,3689.285714
1487,1.02,Very Good,H,SI1,63.4,57,4884,6.42,6.36,4.05,4788.235294
1488,0.52,Premium,F,SI2,62.7,57,1073,5.11,5.07,3.19,2063.461538
1489,0.4,Good,J,VS1,63.5,56,589,4.69,4.7,2.98,1472.5
1490,0.31,Premium,E,SI2,60.9,60,435,4.35,4.38,2.66,1403.225806
1491,0.33,Ideal,E,IF,60.8,57,1079,4.44,4.47,2.71,3269.69697
1492,1.17,Fair,I,I1,64.5,59,2336,6.67,6.47,4.25,1996.581197
1493,2.01,Premium,I,VS2,59.5,60,13003,8.26,8.21,4.9,6469.154229
1494,2.08,Ideal,I,SI2,62,56,11886,8.21,8.1,5.06,5714.423077
1495,0.77,Fair,H,VS1,64.6,56.4,2594,5.78,5.84,3.75,3368.831169
1496,2.01,Very Good,F,SI1,63.4,58,13275,8.03,7.96,5.07,6604.477612
1497,0.31,Ideal,E,VS2,60.7,57,642,4.39,4.41,2.67,2070.967742
1498,0.32,Premium,G,VS1,61,59,645,4.39,4.43,2.69,2015.625
1499,0.7,Ideal,I,SI2,62.3,55,1874,5.67,5.72,3.55,2677.142857
1500,0.53,Ideal,D,VS2,60.2,57,1857,5.24,5.26,3.16,3503.773585
1501,0.53,Ideal,F,VS2,61.8,55,1753,5.23,5.19,3.22,3307.54717
1502,0.4,Premium,J,VS1,59.7,59,810,4.83,4.79,2.87,2025
1503,0.32,Premium,F,VS2,62.1,59,645,4.35,4.41,2.72,2015.625
1504,0.42,Good,F,SI1,63.6,57,722,4.7,4.76,3.01,1719.047619
1505,0.79,Ideal,I,VS1,62.2,57,2958,5.89,5.94,3.68,3744.303797
1506,1.15,Premium,H,SI1,62,58,5506,6.77,6.66,4.16,4787.826087
1507,1.71,Ideal,H,VS2,61.4,56,14292,7.68,7.71,4.72,8357.894737
1508,0.3,Ideal,I,SI1,61.8,57,382,4.3,4.34,2.67,1273.333333
1509,1.72,Premium,G,VS1,59.4,60,17765,7.86,7.82,4.66,10328.48837
1510,1.16,Good,J,VVS2,61.6,57,5831,6.79,6.85,4.2,5026.724138
1511,0.52,Ideal,E,VS2,61.7,55,1689,5.16,5.21,3.2,3248.076923
1512,0.72,Good,E,VS2,60.8,62,3140,5.73,5.78,3.5,4361.111111
1513,0.82,Ideal,F,SI1,61.7,56,3810,6.01,6.06,3.72,4646.341463
1514,0.8,Premium,E,SI2,59.9,58,2939,6.03,5.96,3.59,3673.75
1515,2.03,Premium,I,VS2,60.5,62,16483,8.22,8.17,4.96,8119.704433
1516,1.18,Premium,E,I1,62.5,58,3965,6.75,6.62,4.18,3360.169492
1517,0.73,Ideal,J,SI1,62,55,2184,5.75,5.86,3.6,2991.780822
1518,1,Ideal,E,SI1,61.9,56,5458,6.37,6.45,3.97,5458
1519,0.71,Premium,D,SI1,62.7,60,2822,5.71,5.67,3.57,3974.647887
1520,1.51,Very Good,H,SI2,60.8,56,8372,7.41,7.46,4.52,5544.370861
1521,1,Good,G,VVS2,62.4,61,6748,6.32,6.3,3.94,6748
1522,0.38,Ideal,I,VS1,62.4,54.4,703,4.62,4.66,2.9,1850
1523,1,Premium,G,SI1,63,59,4956,6.44,6.32,4.02,4956
1524,0.45,Good,D,VS2,63.7,61,1197,4.81,4.73,3.04,2660
1525,0.54,Ideal,I,VS2,61.5,55,1259,5.25,5.29,3.24,2331.481481
1526,0.34,Ideal,H,VS2,62.5,54,689,4.54,4.49,2.82,2026.470588
1527,0.72,Ideal,F,SI1,61.7,59,2706,5.75,5.79,3.56,3758.333333
1528,0.41,Good,F,VS2,59.7,63,749,4.8,4.85,2.88,1826.829268
1529,0.71,Very Good,D,VS2,63,57,3033,5.67,5.7,3.58,4271.830986
1530,0.89,Premium,H,SI2,62.2,59,2610,6.17,6.15,3.83,2932.58427
1531,0.3,Ideal,E,SI1,62.2,55,499,4.29,4.33,2.68,1663.333333
1532,2.21,Very Good,F,SI2,61,58,18483,8.36,8.43,5.12,8363.348416
1533,1.09,Ideal,J,SI1,61.4,55,4565,6.61,6.67,4.08,4188.073394
1534,0.42,Very Good,E,SI1,60,61,743,4.85,4.88,2.92,1769.047619
1535,1.72,Very Good,I,VS1,60.5,59,12451,7.72,7.76,4.68,7238.953488
1536,0.25,Ideal,G,VS1,62.3,53,460,4.02,4.07,2.52,1840
1537,1.03,Ideal,I,VS2,61.2,56,5378,6.5,6.51,3.98,5221.359223
1538,0.72,Very Good,D,VS1,59.4,56,3619,5.85,5.9,3.49,5026.388889
1539,1.01,Premium,G,VVS2,61.2,58,8016,6.45,6.49,3.96,7936.633663
1540,0.5,Ideal,H,VVS2,61.6,57,1842,5.08,5.14,3.15,3684
1541,0.43,Premium,F,SI1,61.7,58,739,4.82,4.84,2.98,1718.604651
1542,2.05,Ideal,J,VVS2,62.7,56,17214,8.18,8.11,5.11,8397.073171
1543,0.8,Good,E,SI2,61.4,59,2542,5.94,6.01,3.67,3177.5
1544,0.31,Ideal,F,VS2,61.6,55,757,4.36,4.38,2.69,2441.935484
1545,0.31,Ideal,E,VS1,61.2,55,722,4.4,4.43,2.7,2329.032258
1546,0.9,Good,F,SI2,58,57,3770,6.34,6.41,3.7,4188.888889
1547,0.4,Ideal,I,VVS1,63,55,790,4.7,4.73,2.97,1975
1548,2,Very Good,E,SI2,63.4,60,14763,7.97,7.92,5.04,7381.5
1549,0.57,Ideal,G,VVS1,62,55,2259,5.33,5.35,3.31,3963.157895
1550,0.72,Very Good,I,SI1,63.2,57,2345,5.71,5.75,3.62,3256.944444
1551,1.13,Premium,G,IF,61.2,59,9698,6.78,6.71,4.13,8582.300885
1552,0.34,Premium,D,SI1,62,56,803,4.47,4.43,2.76,2361.764706
1553,1.21,Premium,E,SI2,58.8,58,6065,7.07,6.91,4.11,5012.396694
1554,1.24,Ideal,F,SI2,61.7,57,5889,6.95,6.88,4.27,4749.193548
1555,0.54,Premium,F,SI1,63,57,1349,5.23,5.18,3.28,2498.148148
1556,0.7,Very Good,F,SI1,59.8,60,2196,5.75,5.83,3.46,3137.142857
1557,1.26,Premium,J,VS2,62.1,58,5015,6.9,6.95,4.3,3980.15873
1558,0.26,Very Good,G,VVS2,62.5,55,486,4.1,4.12,2.57,1869.230769
1559,0.49,Very Good,G,IF,59.7,56,1865,5.16,5.19,3.09,3806.122449
1560,0.3,Premium,I,SI1,61.4,58,506,4.33,4.3,2.65,1686.666667
1561,1,Fair,D,SI2,65,56,3965,6.27,6.23,4.06,3965
1562,0.91,Good,J,VS2,64.2,58,2854,6.12,6.09,3.92,3136.263736
1563,0.72,Good,G,VS1,58,57.8,2958,5.85,5.87,3.4,4108.333333
1564,0.9,Very Good,J,SI1,63.8,56,3061,6.11,6.14,3.91,3401.111111
1565,0.41,Very Good,G,VVS2,61.1,55,932,4.8,4.82,2.94,2273.170732
1566,1,Ideal,F,SI2,61.2,57,4372,6.39,6.48,3.94,4372
1567,0.36,Ideal,F,VS1,62.5,57,789,4.53,4.56,2.84,2191.666667
1568,0.31,Ideal,J,VVS2,62.2,54,453,4.36,4.39,2.72,1461.290323
1569,1.21,Good,E,SI1,63.6,58,6861,6.65,6.77,4.27,5670.247934
1570,1.01,Ideal,F,VS2,60.9,58,7411,6.43,6.47,3.93,7337.623762
1571,0.76,Good,F,SI1,57.9,56,2706,6.08,6,3.5,3560.526316
1572,0.43,Good,G,SI1,63.6,55,704,4.79,4.83,3.06,1637.209302
1573,0.31,Ideal,G,VVS2,62.7,57,660,4.32,4.35,2.72,2129.032258
1574,0.44,Premium,E,SI1,62.3,58,998,4.88,4.85,3.03,2268.181818
1575,2.05,Premium,E,SI2,62.5,56,17294,8.17,8.08,5.08,8436.097561
1576,0.56,Ideal,D,VS1,62.6,55,2057,5.25,5.29,3.3,3673.214286
1577,1.02,Very Good,E,IF,61.7,60,10029,6.38,6.52,3.98,9832.352941
1578,0.33,Ideal,D,VS2,61.7,55,724,4.46,4.48,2.76,2193.939394
1579,0.32,Premium,H,VVS1,62.7,57,936,4.41,4.36,2.75,2925
1580,1.23,Ideal,I,SI1,62.1,58,5600,6.82,6.86,4.25,4552.845528
1581,0.91,Ideal,E,VS2,62.1,55,4077,6.17,6.14,3.82,4480.21978
1582,0.78,Very Good,F,SI2,61.5,59,2307,5.88,5.95,3.63,2957.692308
1583,0.41,Premium,F,SI2,59,58,604,4.87,4.89,2.88,1473.170732
1584,0.36,Premium,E,VVS2,61.7,59,1102,4.56,4.52,2.8,3061.111111
1585,0.31,Premium,H,VVS1,63,58,907,4.37,4.33,2.74,2925.806452
1586,0.3,Ideal,F,IF,62,58,886,4.25,4.3,2.65,2953.333333
1587,0.31,Ideal,G,VVS1,61.2,56,1046,4.38,4.34,2.67,3374.193548
1588,0.71,Ideal,G,SI1,61.6,57,3007,5.73,5.76,3.54,4235.211268
1589,0.9,Very Good,H,VS2,62.7,59,4173,6.11,6.17,3.85,4636.666667
1590,0.5,Very Good,G,VVS2,62.1,61,1715,5.07,5.1,3.16,3430
1591,0.53,Very Good,G,VS1,61.2,57,1648,5.22,5.26,3.2,3109.433962
1592,1,Good,E,SI1,57.6,65,3696,6.47,6.44,3.72,3696
